Hp,Ep,Length,Hydrophobic residue%,H,miuH,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.
0.15,0.3,20,0.35,0.085,0.180931773,0.4,0.85,-6,3.39,25,31,0.28,0.42,0,20,0.94,0.91,3.425,0.122,-0.406,-0.294,-0.0285,-0.1535,-0.006,0.3425,-0.612,-0.093,-0.4345,0.5305,-0.003,0.2445,0.999,-0.3255,-0.177,-1.1685,0.036,-0.6744,0.0037,-0.10405,0.32705,-0.25215,-0.28045,-4.208,0.431,0.3615,0.039,0.775,-0.322,0.172,-0.1725,-0.033,-0.775,-0.0605,0.345,-0.0015,-1.5435,-0.143,-1.2135,-1.138,-0.1155,0.25,0.5845,-0.011,-0.80665,-0.2183,-0.27695,-0.068,0.11535,-0.26335,-0.00545,0.3281,0.37,-0.0965,-0.1355,0.1385,-0.3665,0.143,-0.324,0.287,0.2115,0.051,-0.17,-0.032,-0.38,15,55,30,10,50,50,50,10,40
0.05,0.35,20,0.35,0.333,0.433699414,1.05,0.86,-3,3.71,30,138,0.13,0.41,567.52,20,1.1,1.16,2.383,0.045,-0.3035,-0.2155,0.1315,0.02,0.011,0.181,-0.0855,-0.2825,-0.215,-0.405,-0.067,0.203,0.035,-0.0915,-0.2605,-0.639,0.2725,-0.7164,-0.0932,0.0006,0.1959,0.478,-0.0926,-3.6345,-0.232,0.194,-0.0485,0.3075,-0.146,0.18,0.0565,-0.3005,-0.3425,-0.237,-0.018,0.581,-1.0415,0.322,-0.596,-0.258,-0.582,-0.4875,0.462,0.1645,-0.7335,-0.3079,-0.24685,-0.127,0.0096,-0.06675,0.04695,-0.1404,0.261,-0.216,-0.211,-0.2425,-0.349,-0.2235,-0.2325,-0.1285,0.0695,0.0475,-0.242,0.349,-0.4175,10,60,25,10,50,50,35,10,25
0.6,0.2,20,0.35,0.223,0.212378312,0.2,0.45,1,9.52,21,154,0.05,0.45,93.78,40,0.9,0.95,1.39,-0.046,-0.4765,0.1815,0.087,-0.526,0.2665,0.28,0.119,-0.287,-0.2075,0.0785,-0.625,-0.2785,0.746,-1.1005,-0.3755,-0.673,0.2175,-0.547,-0.26115,-0.41225,0.48835,-0.26255,0.0322,-5.5815,-0.1825,0.1785,0.245,1.0785,-0.2425,-0.4225,-0.55,-0.0295,-0.0225,-0.323,0.2825,-0.304,-1.8155,-1.509,-0.1635,0.5285,0.0445,0.5065,0.4555,0.1595,-1.03485,-0.3084,-0.38225,0.0213,-0.0111,-0.75375,0.1769,0.49055,0.36,-0.2255,0.102,-0.1,-0.0195,0.4045,0.0945,-0.1145,0.2445,0.1465,-0.4195,0.44,-0.516,45,65,25,5,45,55,15,10,5
0.4,0.55,20,0.6,0.311,0.196477902,0.69,-0.21,-1,4.32,25,14,0.36,0.3,1.33,60,0.62,0.94,0.9045,-0.1765,-0.4025,-0.0535,-0.733,-0.383,-0.0975,0.2,-0.0075,-0.4635,-0.105,-0.0655,-0.054,-0.229,0.0805,-0.8485,-0.52,-0.7115,0.5285,-0.4196,0.57545,-0.1894,0.62235,0.00575,-0.06615,-5.2545,0.222,0.066,0.5745,0.709,-0.0775,-0.274,-0.2175,-0.495,-0.135,-0.391,0.233,-0.2355,-0.3105,-0.665,-1.6665,0.6175,-0.3615,0.448,-0.036,0.0675,-0.97325,-0.36845,-0.29995,0.0258,-0.0746,-0.1253,0.1124,0.2423,0.1505,-0.5025,-0.3625,-0.1175,0.0135,0.1915,-0.065,0.0555,0.323,0.1685,-0.475,0.3815,-0.3605,25,50,50,0,55,45,25,10,15
0.25,0.05,20,0.5,0.6755,0.09979506,0.1,-0.44,-3,3.71,21,155,0.53,0.39,584.93,60,0.71,0.99,0.131,-0.242,-0.305,-0.1855,0.072,-0.1555,0.199,-0.228,-0.083,-0.21,-0.0955,0.4365,0.2195,0.062,-0.568,-0.502,0.063,-0.6375,0.0365,-0.13735,-0.1,0.0236,0.2835,-0.06675,-0.2029,-4.243,-0.356,0.1355,0.126,0.5335,0.218,-0.1385,-0.1345,-0.1475,-0.2825,-0.3965,0.1165,-0.1245,0.792,-1.0475,-0.2455,-0.3855,-0.263,0.081,0.576,-0.5725,-0.81015,-0.2863,-0.0691,-0.05285,-0.13175,-0.14725,-0.0663,0.0751,-0.164,-0.1085,-0.158,0.309,-0.26,0.054,-0.003,0.108,-0.022,0.0765,-0.18,0.368,-0.4365,15,50,35,20,70,30,20,5,15
0.15,0.45,20,0.3,0.189,0.255703643,0.59,1.08,0,6.03,30,49,-0.09,0.24,0,20,0.69,1.19,3.33,0.1195,-0.36,0.0805,0.2415,-0.2345,-0.007,0.2595,-0.266,-1.39E-18,-0.206,-0.434,0.141,-0.3395,0.917,-0.0385,0.2435,-0.5665,0.3745,-0.30945,-0.23785,-0.3011,0.07055,0.28505,0.0344,-4.552,-0.083,0.2145,-0.1255,0.707,-0.344,-0.095,-0.22,-0.099,-0.1175,0.123,-0.16,0.3285,-1.8545,-0.218,-0.206,0.325,0.2445,-0.4845,0.0405,0.27,-0.86365,-0.19845,-0.3113,-0.05345,0.07545,-0.51155,0.14075,0.1263,0.4455,-0.189,-0.0135,0.0285,0.0895,-0.054,-0.0055,-0.2225,0.2525,-0.0825,-0.2645,0.455,-0.4305,40,60,15,10,40,60,20,10,10
0.45,0.25,20,0.45,0.2605,0.110966325,0.29,0.43,3,10.39,27,174,-0.04,0.24,0,40,0.8,0.97,1.969,-0.0255,-0.2755,0.1925,-0.237,-0.1285,0.1495,0.2965,0.392,-0.109,0.2465,-0.0675,-0.3125,0.104,0.374,-0.471,-0.49,-0.121,0.05,-0.37365,0.25135,-0.1719,0.1705,-0.11725,0.24435,-4.718,0.67,-0.427,0.5485,0.445,-0.1765,-0.2325,-0.0615,0.017,0.182,0.037,0.1895,-0.2515,-0.593,0.064,-0.4125,0.7075,0.1155,0.28,-0.124,0.0355,-0.8751,-0.09145,-0.1196,0.097,-0.044,0.08315,0.2067,0.0625,0.185,-0.374,-0.326,-0.125,0.274,0.2855,0.0195,-0.0675,-0.0855,-0.009,-0.483,0.4795,-0.2605,25,45,20,0,45,55,25,20,5
0.55,0.4,20,0.45,0.491,0.240252522,0.8,-0.4,2,10.19,13,108,0.27,0.34,19.67,90,0.75,0.89,-0.0825,-0.273,-0.384,0.1795,-0.1355,-0.4915,0.327,0.0545,0.049,-0.5665,0.3105,0.0285,-0.3035,-0.1145,-0.32,-1.4605,-0.8395,-0.643,0.221,0.01595,-0.05815,-0.1952,0.77745,-0.15495,0.09535,-5.6005,-0.1205,0.0335,0.5855,0.9355,0.087,-0.3475,-0.4435,-0.1925,0.171,-0.571,0.266,-0.3465,-0.3565,-1.745,-0.235,0.737,-0.199,0.5755,0.415,0.339,-1.01835,-0.3633,-0.25285,0.05415,-0.21325,-0.52845,0.00495,0.39975,-0.042,-0.389,-0.075,-0.076,-0.005,0.3465,0.196,-0.1445,0.207,0.0895,-0.471,0.5075,-0.414,45,50,40,5,60,40,10,10,0
0.45,0.6,20,0.55,0.368,0.286429345,0.82,-0.38,1,9.48,13,83,0.31,0.19,0,60,0.56,0.99,0.455,-0.4025,-0.4435,0.1935,-0.1845,-0.6755,-0.217,-0.0715,-0.324,-0.6705,-0.002,-0.042,-0.0605,0.116,0.0645,-1.1315,0.0125,-0.3355,0.522,-0.09335,-0.0476,-0.39785,0.8158,0.0861,-0.1703,-6.0455,-0.6235,0.138,0.4015,1.2195,0.043,-0.3935,-0.617,-0.1835,0.015,-0.4395,0.2255,-0.093,-0.7445,-2.2405,-0.3255,0.624,-0.3055,0.346,-0.2,0.5165,-1.0881,-0.34375,-0.2754,0.07165,-0.29055,-1.0618,0.0919,0.6261,0.096,-0.3765,0.171,0.003,-0.029,0.196,0.3325,-0.073,0.4735,-0.033,-0.449,0.3265,-0.4735,55,70,45,10,70,30,15,10,5
0.7,0.2,20,0.3,-0.0375,0.233401381,0.79,1.25,1,9.87,30,125,-0.2,0.25,0,40,0.61,1.01,4.082,0.092,-0.3685,0.0795,0.269,-0.22,0.2285,0.4875,-0.1595,-0.1365,0.0345,0.1615,0.075,0.0875,1.2415,-0.2795,-0.46,-0.4785,0.3495,-0.76445,-0.2875,-0.27505,0.2513,-0.04905,0.17515,-4.6295,0.3355,0.1945,0.102,0.816,-0.444,-0.0165,-0.2565,0.09,-0.151,0.129,0.372,0.159,-2.217,-0.1965,-0.152,0.0385,0.308,-0.018,0.366,0.2535,-0.88345,-0.16775,-0.31795,0.0125,0.0096,-0.4121,0.16875,0.3124,0.548,-0.205,-0.043,0.009,-0.099,0.2195,0.0085,-0.055,-0.0255,-0.0845,-0.272,0.229,-0.374,25,70,20,5,40,60,35,20,15
0.05,0.7,20,0.4,0.2415,0.055547193,0.23,0.33,1,9.59,28,23,0.09,0.21,0,60,0.8,0.87,1.195,-0.1175,-0.3705,0.0515,-0.2215,-0.2855,0.249,0.3185,0.4075,-0.35,0.3585,0.29,-0.4075,0.0145,0.279,-1.0435,-0.8405,-0.623,0.029,-0.6151,0.08525,-0.20695,0.4778,-0.1875,0.12585,-4.9835,0.3225,-0.1405,0.408,0.709,-0.1565,-0.3,-0.2815,0.0125,0.005,-0.3395,0.421,-0.3025,-1.063,-0.7795,-0.323,0.4275,-0.2785,0.6945,0.313,0.091,-0.9353,-0.24925,-0.1402,0.0816,-0.16415,-0.21845,0.09575,0.3651,0.2245,-0.2575,-0.233,-0.1645,-0.0635,0.339,0.046,0.0085,0.12,0.079,-0.354,0.4125,-0.3355,25,50,25,5,50,50,25,15,10
0.35,0.3,20,0.5,0.7975,0.221975789,1.22,-0.76,0,3.5,17,123,0.48,0.24,0,120,0.38,1.19,-0.4955,-0.378,-0.395,0.0385,0.194,-0.487,0.3555,-0.279,0.0395,-0.151,0.0625,-0.5685,0.058,-0.1635,-0.7645,-1.1655,0.1055,-0.583,0.2085,0.0537,-0.2871,-0.2913,0.29285,0.4251,0.03495,-5.4745,-0.8315,0.0875,0.402,0.6275,0.221,-0.4685,-0.3565,-0.491,0.0445,-0.543,-0.314,0.329,0.442,-1.944,0.0235,0.553,-0.097,-0.497,0.393,0.103,-1.02035,-0.44245,-0.2479,0.0863,-0.2165,-0.4898,0.01485,-0.14785,-0.1745,-0.5735,0.043,-0.0215,-0.0695,-0.201,0.085,-0.205,0.103,0.101,-0.507,0.6445,-0.5115,40,65,35,5,70,30,0,0,0
0.65,0.25,20,0.5,0.2825,0.228392212,0.56,-0.07,-1,4.18,28,146,0.31,0.24,0,60,0.37,1.03,1.556,-0.177,-0.491,0.0585,-0.1365,-0.5705,-0.021,0.1235,-0.2885,-0.388,-0.1655,-0.179,-0.006,0.223,0.554,-1.0065,0.0065,-0.711,0.4215,-0.4591,0.02425,-0.45485,0.5522,0.092,-0.0913,-5.8465,-0.2235,0.242,0.445,0.975,-0.157,-0.383,-0.4635,-0.3375,-0.248,-0.251,0.1645,0.0585,-1.034,-1.5565,-0.8605,0.282,-0.056,0.044,0.1255,0.144,-1.07585,-0.38825,-0.39755,0.0735,-0.06325,-0.58695,0.1334,0.2272,0.2395,-0.54,0.0445,0.0335,-0.03,0.119,-0.007,-0.0645,0.202,0.0325,-0.519,0.2675,-0.4725,40,75,40,0,55,45,25,10,15
0.45,0.35,20,0.4,0.5265,0.166577782,0.37,-0.19,-2,2.92,15,99,0.4,0.35,1.41,40,0.63,0.91,0.082,-0.2775,-0.412,-0.0925,0.274,-0.3985,0.127,-0.139,-0.0145,-0.5395,0.2505,0.3895,-0.178,0.1635,-0.387,-1.073,-0.255,-0.9265,0.241,-0.2671,-0.3743,-0.1619,0.6827,-0.0831,-0.29285,-5.2205,-0.3015,0.181,0.345,0.9075,0.1375,-0.2445,-0.4585,0.1265,-0.272,-0.5995,0.347,-0.3225,-0.48,-1.908,0.174,-0.293,-0.422,0.4345,0.621,-0.264,-0.97735,-0.2397,-0.14965,0.03805,-0.18255,-0.53245,-0.1407,0.386,0.015,-0.17,-0.0205,0.0955,-0.2935,0.2755,0.1605,0.064,-0.061,0.119,-0.267,0.352,-0.4905,25,60,35,10,70,30,10,0,10
0.15,0.25,20,0.35,0.3885,0.066388392,0.32,0.45,-2,4.32,30,95,0.2,0.28,0,20,0.64,1.09,1.0355,-0.1855,-0.3935,-0.0555,0.2145,-0.2945,-0.245,-0.042,0.0755,-0.4535,-0.02,-0.049,0.0515,0.1885,0.0005,-0.5235,0.141,-0.4695,0.431,-0.36505,-0.29105,-0.2311,0.42595,0.45995,-0.3643,-4.7965,-0.6295,0.075,0.029,0.6525,-0.0165,-0.181,-0.3365,-0.007,-0.2595,-0.4135,0.2455,0.329,-1.227,-1.2165,0.1185,0.0115,-0.7545,-0.1725,0.109,-0.191,-0.9101,-0.27615,-0.1617,-0.07095,-0.1617,-0.4674,0.02205,0.18755,0.2745,-0.1515,-0.0425,0.0255,-0.3215,-0.0885,0.15,-0.06,0.0915,-0.01,-0.2355,0.3495,-0.4835,25,60,25,15,60,40,25,10,15
0.6,0.25,20,0.2,0.2235,0.067018485,0.44,1.4,3,10.6,30,118,-0.34,0.22,0,20,1.06,1.29,3.187,-0.035,-0.2055,0.1565,0.813,0.0485,0.132,0.1745,-0.026,-0.306,0.091,-0.3945,0.2115,0.0255,0.199,0.2905,-0.1635,0.01,0.59,-0.45535,-0.69145,-0.03625,0.1299,0.75255,0.1047,-3.785,-0.299,-0.133,-0.095,0.322,-0.2105,0.209,-0.0325,0.1995,0.1675,-0.1705,0.2205,0.836,-1.872,0.1995,1.002,0.5345,-0.487,-0.8,0.4695,-0.0815,-0.74925,-0.1083,-0.1304,-0.08395,-0.1887,-0.3251,0.0736,-0.02785,0.437,-0.1585,-0.118,-0.1175,-0.2015,-0.29,0.3075,-0.1855,-0.167,-0.2,-0.2665,0.439,-0.2815,15,60,15,10,55,45,25,20,5
0.55,0.4,20,0.75,0.941,0.214671342,0.32,-1.55,-3,2.79,11,117,0.87,0.29,732.59,80,0.41,0.98,-1.2735,-0.4545,-0.2825,-0.2145,-0.556,-0.2665,-0.0055,-0.4055,-0.2915,-0.675,-0.056,-0.38,-0.019,0.292,-1.658,-1.017,-0.483,-0.6395,0.386,0.1228,0.4707,0.10645,0.8077,0.28215,-0.19655,-4.7045,-0.3915,0.079,0.702,0.434,0.529,-0.131,-0.0425,-0.7575,-0.2175,-0.7395,-0.1175,-0.0475,2.118,-1.266,-1.4875,0.0885,-0.7185,-0.0065,0.1205,0.074,-0.8849,-0.48845,-0.26315,-0.0414,-0.1845,0.0698,-0.01685,-0.13615,-0.4925,-0.601,-0.298,-0.1435,-0.242,0.1235,-0.13,-0.099,0.0025,0.15,-0.532,0.497,-0.466,20,50,60,5,75,25,15,0,15
0.55,0.2,20,0.3,0.343,0.376701321,1.15,0.66,1,9.46,15,99,-0.01,0.39,0,40,1.2,1.04,2.081,-0.015,-0.252,0.1265,0.2845,-0.1085,0.2225,0.0985,-0.172,-0.3185,-0.153,0.081,-0.101,0.055,0.2305,-0.185,-0.279,-0.2955,0.1915,-0.2241,-0.2693,-0.0222,0.3446,-0.01655,0.0984,-4.08,-0.047,0.045,-0.086,0.6915,-0.098,0.0065,-0.16,0.164,0.0765,-0.174,0.206,-0.0555,-0.7905,-0.3815,0.308,0.311,-0.0315,0.151,0.3745,-0.189,-0.7743,-0.07585,-0.1141,-0.1024,-0.0848,-0.52115,0.05735,0.384,0.1585,0.0605,-0.1685,0.144,0.0125,0.1065,0.264,-0.051,0.171,0.0465,-0.179,0.463,-0.3565,30,45,25,20,55,45,20,15,5
0.05,0.45,20,0.45,0.284,0.047006053,0.38,0.02,2,10.69,27,22,0.14,0.39,29.41,40,0.62,0.88,1.0755,-0.225,-0.412,0.2325,-0.216,-0.5395,0.0605,0.169,-0.071,-0.532,0.181,0.068,-0.188,0.194,0.387,-1.259,-0.683,-0.2985,0.367,-0.1606,0.0222,-0.34565,0.74425,-0.1196,0.0372,-5.7705,-0.053,0.0115,0.525,1.0515,-0.087,-0.363,-0.506,-0.0675,0.098,-0.366,0.5025,-0.235,-1.0115,-1.6565,-0.2945,0.664,-0.131,0.643,0.027,0.2275,-1.0455,-0.2939,-0.3023,0.0334,-0.18505,-0.628,0.1907,0.54525,0.192,-0.3565,-0.014,-0.0245,0.049,0.322,0.2455,-0.025,0.196,0.081,-0.46,0.3475,-0.402,45,55,40,5,55,45,25,20,5
0.25,0.25,20,0.45,0.522,0.107340244,0.41,-0.15,0,5.7,14,26,0.29,0.26,131.72,50,0.5,1.08,0.453,-0.241,-0.3745,0.0265,0.0465,-0.3465,0.208,-0.0325,0.1815,-0.2925,0.0735,-0.199,-0.0035,-0.1125,-0.484,-0.8545,-0.226,-0.487,0.297,-0.13925,-0.1674,-0.15385,0.38445,0.2616,-0.0344,-4.9835,-0.5435,0.134,0.325,0.614,0.11,-0.2435,-0.2775,-0.3955,-0.014,-0.381,-0.1165,0.1825,-0.227,-1.2435,-0.2735,0.4585,-0.2125,-0.37,0.234,0.4,-0.9266,-0.3924,-0.23335,0.0127,-0.12585,-0.39295,-0.0559,-0.04125,-0.0015,-0.3875,-0.0945,-0.0295,-0.211,0.0515,0.0715,-0.3515,0.106,0.0085,-0.3765,0.545,-0.523,35,65,30,10,60,40,10,5,5
0.35,0.55,20,0.25,0.0045,0.260823211,0.5,1.9,-1,6.34,30,29,-0.3,0.44,0,20,1.02,0.94,3.411,0.273,-0.357,-0.019,-0.295,-0.092,-0.3675,0.4755,0.522,0.269,0.1255,0.147,-0.0085,-0.198,1.572,0.006,-0.097,-0.0535,0.07,-0.4774,0.198,-0.3117,-0.20855,-0.1429,-0.113,-4.1315,0.411,-0.0885,-0.229,0.63,-0.5075,-0.195,-0.1775,0.327,-0.131,0.3415,0.342,-0.168,-2.2805,0.438,-0.122,-0.0245,0.2305,0.5245,-0.565,-0.1195,-0.78645,0.0431,-0.08575,-0.1158,0.1339,-0.1571,0.3475,0.4495,0.668,0.241,-0.234,0.026,0.225,-1.22E-17,-0.0525,0.1925,0.2415,0.2295,0.042,0.3875,-0.3865,25,30,5,20,30,70,40,25,15
0.2,0.2,20,0.45,0.2665,0.069424535,0.3,0.32,0,5.97,26,156,0.14,0.22,0,40,0.61,0.97,1.317,-0.153,-0.4275,0.072,-0.0855,-0.421,-0.476,0.084,0.0425,-0.559,0.2055,-0.16,-0.0815,0.294,0.4565,-0.788,0.06,-0.4505,0.4375,-0.18225,0.0058,-0.36615,0.5455,0.09205,-0.32365,-5.655,0.0855,-0.17,0.538,0.8505,-0.1255,-0.243,-0.407,0.0535,-0.1795,-0.14,0.295,-0.0775,-1.527,-1.135,-0.4,0.0555,-0.3695,0.2705,-0.2555,0.351,-1.03475,-0.16325,-0.2112,0.0746,-0.12015,-0.3397,0.1117,0.34215,0.295,-0.4005,0.025,-0.1125,0.036,0.1375,-0.015,0.153,0.0795,-0.098,-0.4665,0.2085,-0.3975,35,55,30,0,55,45,30,15,15
0.15,0.35,20,0.4,0.1985,0.080433044,0.48,0.47,0,7.89,28,1,0.09,0.32,7.06,60,0.7,0.93,2.1785,-0.025,-0.3665,0.0785,-0.11,-0.2525,0.1355,0.2695,0.061,-0.3085,-0.2595,0.3155,0.03,0.3,0.724,-0.539,-0.429,-0.227,0.236,-0.5126,0.03415,-0.1997,0.3724,-0.16855,0.0475,-4.6705,0.0425,0.084,0.1385,0.733,-0.1985,-0.1835,-0.2415,-0.102,-0.1105,-0.062,0.447,-0.0485,-0.974,-0.5905,-0.492,0.19,0.0135,0.284,0.1985,-0.168,-0.87605,-0.2361,-0.24415,-0.0786,-0.0288,-0.2631,0.2058,0.31445,0.2875,-0.1375,-0.1695,0.196,-0.104,0.2235,0.045,0.0285,0.085,0.0415,-0.279,0.2725,-0.424,25,55,30,15,45,55,40,25,15
0.8,0.15,20,0.4,-0.0525,0.145548992,0.55,1.05,3,11.3,30,89,-0.23,0.2,0,40,0.86,0.99,3.4955,-0.0035,-0.3155,0.229,-0.208,-0.254,0.082,0.524,-0.376,-0.2085,0.16,0.1395,0.1275,-0.295,1.112,-0.3345,-0.703,-0.2625,0.568,-0.5143,0.12155,-0.25535,0.42005,0.06085,0.1946,-4.8455,0.429,0.03,0.3295,0.803,-0.425,-0.065,-0.222,0.014,0.113,-0.1415,0.654,0.0395,-1.8455,-0.1145,-0.5295,0.915,-0.1345,0.389,0.1705,-0.142,-0.8986,-0.2849,-0.34255,-0.01455,-0.0862,-0.37245,0.2811,0.393,0.5495,-0.34,-0.1705,-0.0595,0.1335,0.208,0.222,-0.0705,0.1315,-0.0365,-0.392,0.267,-0.183,30,55,35,0,45,55,35,25,10
0.35,0.35,20,0.35,0.4095,0.326074426,0.41,0.52,-3,3.5,17,110,0.23,0.23,0,40,1.07,0.96,1.942,0.025,-0.2445,-0.1665,0.1495,0.011,-0.0985,-0.0015,-0.337,-0.2995,-0.0545,0.3965,0.075,-0.0325,0.0435,0.0365,0.1235,-0.8095,-0.11,-0.0588,-0.15725,0.1136,0.2883,-0.19355,-0.217,-3.5115,0.0275,0.173,-0.31,0.677,1.80E-17,0.1935,-0.0725,0.15,-0.346,0.002,-0.083,-0.194,-0.538,-0.157,-0.1435,-0.715,-0.1205,0.147,0.2355,0.327,-0.6762,-0.0958,-0.00195,-0.12075,-0.0438,-0.3968,-0.1324,0.41905,0.033,0.251,-0.0865,0.203,-0.189,0.203,-0.08,0.0095,0.3465,-0.1815,0.0395,0.314,-0.411,30,40,15,30,55,45,25,5,20
0.45,0.35,20,0.35,0.054,0.208596481,0.59,1.09,1,9.48,22,143,-0.14,0.47,0,40,1.12,0.96,3.607,0.121,-0.2495,0.1015,-0.33,-0.1005,0.08,0.4995,-0.468,-0.1195,0.0795,0.0145,-0.0725,-0.3175,0.972,-0.2125,-0.7395,-0.546,0.163,-0.34315,0.26195,-0.1041,0.3468,-0.05435,0.24325,-4.0855,0.646,0.015,0.021,0.7245,-0.39,0.0665,-0.078,0.031,0.01,-0.033,0.3135,-0.0645,-1.532,0.388,-0.6995,0.5125,-0.0255,0.5145,0.0425,0.222,-0.771,-0.1822,-0.2298,-0.0708,-0.03825,-0.3523,0.2314,0.4986,0.4035,-0.0955,-0.26,-0.1175,0.177,0.1945,0.0575,-0.022,0.4385,-0.013,-0.231,0.364,-0.181,35,35,25,10,40,60,35,20,15
0.05,0.6,20,0.35,0.392,0.07579025,0.39,0.12,2,8.77,30,99,0.1,0.23,0,20,0.8,1.19,1.183,-0.096,-0.4305,0.2555,0.4065,-0.426,0.3285,0.099,0.1455,-0.254,-0.3215,-0.406,-0.183,0.0955,0.423,-0.8545,0.228,-0.44,0.098,-0.3139,-0.4181,-0.39635,0.19645,0.1411,0.14035,-5.464,-0.451,-0.034,0.2625,0.7045,-0.154,-0.3885,-0.3665,-0.2725,0.08,-0.1285,-0.121,0.3225,-1.2075,-1.2335,0.099,0.6395,0.0985,-0.446,0.5065,0.249,-1.01085,-0.33365,-0.2842,0.0678,-0.0787,-0.51825,0.1041,-0.03505,0.1745,-0.474,0.1225,0.0565,0.03,-0.058,0.0095,-0.196,0.167,-0.1295,-0.567,0.437,-0.468,45,70,20,5,50,50,20,15,5
0.45,0.5,20,0.55,0.594,0.343737154,1.19,-0.32,2,9.48,14,95,0.24,0.3,0,80,1,1,1.395,-0.11,-0.0875,0.0715,-0.303,0.1535,0.3145,0.023,-0.131,-0.3025,-0.0755,-0.053,0.1745,0.2185,-0.4955,-0.073,-0.6515,-0.0125,-0.0115,0.058,0.3975,0.24935,0.26235,-0.0515,0.35725,-3.4455,0.5095,-0.365,0.303,0.16,0.1295,0.114,0.2855,-0.2745,0.21,-0.0635,0.0605,-0.025,1.2725,0.621,-0.701,0.4635,-0.0425,0.0925,0.1825,-0.1265,-0.66095,-0.15615,-0.0317,-0.0802,-0.15045,0.35885,0.16695,-0.026,-0.2405,-0.248,-0.474,0.087,0.1385,0.0985,-0.036,0.067,0.016,-0.1045,-0.3725,0.4705,-0.174,15,25,35,15,55,45,35,25,10
0.15,0.7,20,0.55,0.606,0.01050242,0.25,-0.51,-3,3.71,20,116,0.55,0.34,537.91,60,0.45,0.92,0.3215,-0.221,-0.3535,-0.1575,-0.1205,-0.2725,0.1495,-0.154,-0.2165,-0.132,-0.0975,0.58,0.3065,-0.1825,-0.2585,-0.627,0.023,-0.7385,0.1695,-0.03075,0.03845,-0.0687,0.34875,-0.2395,-0.25275,-4.697,-0.171,0.2265,0.2835,0.6905,0.16,-0.2265,-0.2305,-0.1925,-0.331,-0.3555,0.2325,-0.3455,0.654,-1.2595,-0.65,-0.3085,-0.077,0.275,0.485,-0.648,-0.8777,-0.34265,-0.18585,-0.0452,-0.05315,-0.125,-0.0112,0.1418,-0.088,-0.1915,-0.1305,0.3815,-0.174,0.236,-0.033,0.116,-0.052,0.0935,-0.232,0.3205,-0.446,20,50,40,15,65,35,20,5,15
0.05,0.35,20,0.5,0.571,0.103045899,0.3,-0.23,-2,2.92,16,97,0.41,0.16,101.31,60,0.57,1,0.438,-0.19,-0.3195,-0.135,0.079,-0.1865,0.018,-0.1695,-0.225,-0.4475,-0.009,0.324,0.3785,-0.3215,-0.58,-0.306,0.0375,-0.8015,0.511,0.0154,-0.11495,0.05465,0.4944,0.01565,-0.3165,-4.4465,-0.298,0.314,0.228,0.6305,0.1905,-0.027,-0.168,-0.2035,-0.2405,-0.388,0.102,-0.218,0.2785,-0.9295,-0.5005,-0.077,-0.316,-0.0875,0.517,-0.3525,-0.8365,-0.32475,-0.1905,-0.0884,-0.04835,-0.16125,-0.1782,0.06785,-0.0515,-0.177,-0.173,0.2905,-0.229,0.2125,0.0435,-0.123,-0.069,-0.035,-0.2105,0.3945,-0.467,20,55,40,15,65,35,10,0,10
0.05,0.4,20,0.55,0.434,0.086665176,0.28,-0.13,0,6.22,25,9,0.28,0.32,32.07,60,0.56,1.05,0.8485,-0.2025,-0.318,-0.0105,-0.3685,-0.277,-0.29,0.004,-0.0695,-0.5395,-0.118,-0.162,0.248,-0.486,-0.154,-0.3595,-0.004,-0.5005,0.5575,-0.0128,0.2317,-0.09855,0.5127,0.20655,-0.14925,-4.707,-0.221,0.0215,0.1395,0.6745,0.034,-0.143,-0.191,-0.3735,-0.035,-0.23,-0.055,0.0255,-0.416,-0.6485,-0.8995,0.539,-0.399,0.005,-0.222,0.449,-0.88035,-0.31645,-0.18495,-0.0566,-0.17165,-0.29515,0.06985,0.31105,0.101,-0.252,-0.163,-0.0235,-0.0565,0.105,0.011,-0.0275,0.4515,-0.159,-0.305,0.453,-0.408,35,45,35,15,55,45,20,10,10
