Hp,Ep,Length,Hydrophobic residue%,miuH,H,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.,Anti_Sa,Label
0.438,0.312,16,0.625,0.71911286,0.478125,-0.095625,-0.29625,-0.12,0.35875,-0.50875,-0.030625,-0.195,0.066875,0.230625,-1.130625,1.05125,-0.25875,-0.095625,-0.29625,-0.12,0.35875,-0.50875,-0.030625,-0.195,0.066875,0.230625,-1.130625,1.05125,-0.25875,0.039375,0.71,-0.498125,-0.76125,-0.96375,0.25125,0.1575,0.054625,0.55275,0.0265625,0.742375,-0.028,0.334625,-4.765,0.6975,-0.826875,0.909375,0.395625,0.090625,-0.085,0.09125,0.05875,0.665625,-0.243125,0.588125,-0.32125,0.50375,0.08,-0.063125,1.225625,-0.73375,1.000625,-0.073125,0.16,-0.8705,-0.1509375,0.0916875,0.1115,-0.4783125,0.326875,0.2189375,0.2858125,-0.178125,-0.523125,-0.29375,-0.275625,0.528125,0.12,0.144375,0.20375,-0.026875,-0.303125,-0.61625,0.3275,0.045625,25,25,43.75,0,62.5,37.5,37.5,37.5,0,72.2596,2
0.188,0.312,16,0.625,0.717181783,0.478125,-0.095625,-0.29625,-0.12,0.35875,-0.50875,-0.030625,-0.195,0.066875,0.230625,-1.130625,1.05125,-0.25875,-0.095625,-0.29625,-0.12,0.35875,-0.50875,-0.030625,-0.195,0.066875,0.230625,-1.130625,1.05125,-0.25875,0.039375,0.71,-0.498125,-0.76125,-0.96375,0.25125,0.1575,0.054625,0.55275,0.0265625,0.742375,-0.028,0.334625,-4.765,0.6975,-0.826875,0.909375,0.395625,0.090625,-0.085,0.09125,0.05875,0.665625,-0.243125,0.588125,-0.32125,0.50375,0.08,-0.063125,1.225625,-0.73375,1.000625,-0.073125,0.16,-0.8705,-0.1509375,0.0916875,0.1115,-0.4783125,0.326875,0.2189375,0.2858125,-0.178125,-0.523125,-0.29375,-0.275625,0.528125,0.12,0.144375,0.20375,-0.026875,-0.303125,-0.61625,0.3275,0.045625,25,25,43.75,0,62.5,37.5,37.5,37.5,0,72.2596,2
0.038,0.385,26,0.5,0.379028448,0.494615385,0.85,-0.262307692,-0.264230769,0.234615385,-0.091923077,-0.306538462,0.311923077,0.063076923,-0.076153846,-0.285769231,0.425384615,-0.161153846,0.85,-0.262307692,-0.264230769,0.234615385,-0.091923077,-0.306538462,0.311923077,0.063076923,-0.076153846,-0.285769231,0.425384615,-0.161153846,-0.201538462,0.054615385,-0.085,-0.975,-0.661538462,-0.089230769,0.051923077,-0.104769231,-0.002038462,-0.193615385,0.413153846,-0.055538462,0.315692308,-5.007692308,-0.002692308,-0.211538462,0.503076923,0.745769231,0.007692308,-0.261923077,-0.235,-0.065769231,0.332692308,-0.327692308,0.255384615,-0.104230769,-0.040384615,-1.01,0.138461538,0.753076923,-0.021923077,0.493461538,0.249230769,0.222692308,-0.927576923,-0.279346154,-0.186115385,0.0825,-0.275307692,-0.405230769,0.256576923,0.311038462,-0.027692308,-0.396153846,0.016153846,-0.197307692,0.204615385,0.146538462,0.167307692,-0.006153846,0.086923077,0.026923077,-0.481153846,0.472307692,-0.262307692,38.462,50,34.615,3.846,61.538,38.462,19.231,19.231,0,113.2204,2
0.192,0.269,26,0.5,0.379028448,0.494615385,0.85,-0.262307692,-0.264230769,0.234615385,-0.091923077,-0.306538462,0.311923077,0.063076923,-0.076153846,-0.285769231,0.425384615,-0.161153846,0.85,-0.262307692,-0.264230769,0.234615385,-0.091923077,-0.306538462,0.311923077,0.063076923,-0.076153846,-0.285769231,0.425384615,-0.161153846,-0.201538462,0.054615385,-0.085,-0.975,-0.661538462,-0.089230769,0.051923077,-0.104769231,-0.002038462,-0.193615385,0.413153846,-0.055538462,0.315692308,-5.007692308,-0.002692308,-0.211538462,0.503076923,0.745769231,0.007692308,-0.261923077,-0.235,-0.065769231,0.332692308,-0.327692308,0.255384615,-0.104230769,-0.040384615,-1.01,0.138461538,0.753076923,-0.021923077,0.493461538,0.249230769,0.222692308,-0.927576923,-0.279346154,-0.186115385,0.0825,-0.275307692,-0.405230769,0.256576923,0.311038462,-0.027692308,-0.396153846,0.016153846,-0.197307692,0.204615385,0.146538462,0.167307692,-0.006153846,0.086923077,0.026923077,-0.481153846,0.472307692,-0.262307692,38.462,50,34.615,3.846,61.538,38.462,19.231,19.231,0,113.2204,2
0.273,0.273,11,0.364,0.4000847,-0.069090909,3.192727273,0.272727273,-0.175454545,0.053636364,-0.440909091,0.289090909,-0.397272727,0.642727273,0.14,-0.799090909,0.188181818,0.055454545,3.192727273,0.272727273,-0.175454545,0.053636364,-0.440909091,0.289090909,-0.397272727,0.642727273,0.14,-0.799090909,0.188181818,0.055454545,-0.000909091,0.121818182,0.850909091,0.259090909,-0.84,-0.453636364,0.24,-0.551636364,0.520909091,0.145727273,0.434272727,0.027272727,0.042090909,-3.331818182,1.105454545,-0.449090909,0.135454545,0.183636364,-0.428181818,0.359090909,0.285454545,0.067272727,0.000909091,0.110909091,0.574545455,0.025454545,-2.021818182,1.873636364,-1.036363636,0.419090909,-0.932727273,0.535454545,0.101818182,0.188181818,-0.650363636,-0.139090909,-0.045545455,-0.151363636,-0.052090909,0.575090909,0.149636364,0.230545455,0.492727273,-0.101818182,-0.522727273,-0.225454545,0.073636364,0.154545455,-0.257272727,0.129090909,0.227272727,-0.391818182,-0.285454545,0.140909091,-0.035454545,9.091,18.182,18.182,9.091,27.273,72.727,63.636,36.364,27.273,10400,3
0.667,0.333,9,0.556,0.467004578,0.154444444,6.201111111,0.242222222,0.306666667,0.356666667,0.035555556,0.758888889,0.554444444,0.497777778,-1.041111111,0.195555556,0.151111111,-0.127777778,6.201111111,0.242222222,0.306666667,0.356666667,0.035555556,0.758888889,0.554444444,0.497777778,-1.041111111,0.195555556,0.151111111,-0.127777778,-0.314444444,0.106666667,0.673333333,1.615555556,-1.413333333,1.411111111,-0.107777778,-0.595777778,0.198777778,0.532666667,-0.224,-0.281444444,1.109444444,-0.802222222,0.923333333,-0.301111111,-0.395555556,0.261111111,-0.328888889,0.876666667,0.738888889,0.493333333,0.821111111,0.462222222,0.447777778,0.034444444,0.395555556,3.163333333,0.677777778,0.711111111,0.602222222,0.623333333,0.208888889,0.123333333,-0.233666667,0.140111111,-0.126111111,-0.264888889,-0.088555556,-0.160444444,0.796333333,0.505555556,0.148888889,0.376666667,-0.138888889,-0.51,0.568888889,0.273333333,0.244444444,-0.075555556,-0.13,-0.031111111,-0.052222222,0.47,0.133333333,11.111,33.333,22.222,22.222,44.444,55.556,44.444,44.444,0,124.75584,2
0.111,0.333,9,0.556,0.466814976,0.156666667,5.16,0.22,0.247777778,0.357777778,-0.026666667,0.708888889,0.376666667,0.478888889,-0.681111111,-0.035555556,0.176666667,-0.093333333,5.16,0.22,0.247777778,0.357777778,-0.026666667,0.708888889,0.376666667,0.478888889,-0.681111111,-0.035555556,0.176666667,-0.093333333,-0.393333333,0.07,0.536666667,1.436666667,-1.301111111,1.355555556,-0.054444444,-0.613333333,0.220333333,0.507,-0.150555556,-0.294444444,0.934888889,-1.115555556,0.751111111,-0.36,-0.306666667,0.244444444,-0.295555556,0.793333333,0.678888889,0.441111111,0.831111111,0.373333333,0.484444444,-0.043333333,0.151111111,2.985555556,0.621111111,0.814444444,0.28,0.695555556,0.23,0.184444444,-0.283111111,0.086111111,-0.091666667,-0.261444444,-0.103444444,-0.081444444,0.715111111,0.472111111,0.163333333,0.351111111,-0.132222222,-0.536666667,0.517777778,0.262222222,0.194444444,-0.081111111,-0.085555556,-0.067777778,-0.084444444,0.448888889,0.088888889,11.111,33.333,22.222,22.222,44.444,55.556,44.444,44.444,0,62.5,2
0.444,0.222,9,0.667,0.565361433,0.516666667,4.284444444,0.16,0.347777778,0.194444444,0.044444444,0.851111111,0.322222222,0.115555556,-0.981111111,0.207777778,-0.004444444,-0.128888889,4.284444444,0.16,0.347777778,0.194444444,0.044444444,0.851111111,0.322222222,0.115555556,-0.981111111,0.207777778,-0.004444444,-0.128888889,-0.595555556,-0.063333333,-0.202222222,1.775555556,-0.958888889,1.572222222,-0.265555556,-0.365444444,0.148444444,0.705222222,-0.338666667,-0.365666667,0.764111111,-0.191111111,0.194444444,-0.18,-0.57,0.207777778,0.001111111,0.944444444,0.8,0.435555556,0.732222222,0.284444444,0.191111111,-0.152222222,1.52,2.935555556,0.851111111,0.213333333,0.296666667,0.654444444,0.234444444,0.153333333,-0.132333333,0.063222222,-0.095777778,-0.383444444,-0.042666667,-0.216222222,0.769,0.432333333,-0.138888889,0.608888889,0.086666667,-0.621111111,0.44,0.277777778,0.111111111,-0.14,-0.144444444,0.082222222,0.083333333,0.548888889,-0.03,11.111,33.333,22.222,33.333,55.556,44.444,33.333,33.333,0,124.97958,2
0.444,0.444,9,0.556,0.498075726,0.373333333,4.558888889,0.187777778,0.283333333,0.224444444,0.164444444,0.782222222,0.491111111,0.227777778,-0.852222222,0.068888889,0.014444444,0.03,4.558888889,0.187777778,0.283333333,0.224444444,0.164444444,0.782222222,0.491111111,0.227777778,-0.852222222,0.068888889,0.014444444,0.03,-0.345555556,0.062222222,-7.40E-17,1.608888889,-0.976666667,1.194444444,-0.252222222,-0.422666667,0.061444444,0.670111111,-0.240777778,-0.368444444,0.838444444,-0.596666667,0.438888889,-0.164444444,-0.537777778,0.228888889,-0.097777778,0.893333333,0.731111111,0.433333333,0.707777778,0.326666667,0.196666667,-0.115555556,1.054444444,2.828888889,0.815555556,0.34,0.41,0.506666667,0.43,0.121111111,-0.192888889,0.122111111,-0.002444444,-0.305777778,-0.076444444,-0.233111111,0.534666667,0.428666667,-0.09,0.548888889,-0.107777778,-0.358888889,0.413333333,0.197777778,0.197777778,-0.123333333,-0.026666667,-0.001111111,0.08,0.513333333,0.004444444,11.111,33.333,22.222,33.333,55.556,44.444,33.333,33.333,0,31.35672,1
0.556,0.444,9,0.444,0.600634461,0.012222222,5.977777778,0.393333333,0.343333333,0.434444444,0.108888889,0.985555556,0.458888889,0.697777778,-0.406666667,-0.128888889,0.326666667,-0.093333333,5.977777778,0.393333333,0.343333333,0.434444444,0.108888889,0.985555556,0.458888889,0.697777778,-0.406666667,-0.128888889,0.326666667,-0.093333333,-0.47,0.19,0.764444444,1.793333333,-1.644444444,1.536666667,-0.164444444,-0.790444444,0.192666667,0.650777778,-0.267666667,-0.320222222,1.130111111,-0.391111111,1.192222222,-0.617777778,-0.376666667,-0.03,-0.442222222,0.994444444,0.906666667,0.632222222,1.011111111,0.548888889,0.625555556,0.024444444,-0.392222222,4.09,0.935555556,0.958888889,0.186666667,0.734444444,0.405555556,0.173333333,-0.166666667,0.201222222,0.011,-0.295,-0.095222222,0.278555556,0.742,0.397888889,0.281111111,0.448888889,-0.28,-0.631111111,0.582222222,0.252222222,0.144444444,-0.061111111,-0.216666667,-0.198888889,-0.06,0.435555556,0.224444444,0,22.222,11.111,22.222,33.333,66.667,55.556,55.556,0,31.25,1
0.333,0.444,9,0.444,0.402668105,0.228888889,5.376666667,0.361111111,0.378888889,0.301111111,0.3,1.058888889,0.573333333,0.446666667,-0.577777778,-0.024444444,0.164444444,0.03,5.376666667,0.361111111,0.378888889,0.301111111,0.3,1.058888889,0.573333333,0.446666667,-0.577777778,-0.024444444,0.164444444,0.03,-0.422222222,0.182222222,0.227777778,1.965555556,-1.32,1.375555556,-0.362222222,-0.599777778,0.033777778,0.813888889,-0.357888889,-0.394222222,1.033666667,0.127777778,0.88,-0.422222222,-0.607777778,-0.045555556,-0.244444444,1.094444444,0.958888889,0.624444444,0.887777778,0.502222222,0.337777778,-0.047777778,0.511111111,3.933333333,1.13,0.484444444,0.316666667,0.545555556,0.605555556,0.11,-0.076444444,0.237222222,0.100222222,-0.339333333,-0.068222222,0.126888889,0.561555556,0.354444444,0.027777778,0.646666667,-0.255555556,-0.453333333,0.477777778,0.187777778,0.147777778,-0.103333333,-0.157777778,-0.132222222,0.104444444,0.5,0.14,0,22.222,11.111,33.333,44.444,55.556,44.444,44.444,0,31.25,1
0.167,0.5,6,0.5,0.159735258,0.208333333,7.606666667,0.55,0.598333333,0.275,0.131666667,1.375,0.456666667,0.595,-1.053333333,0.518333333,0.44,-0.446666667,7.606666667,0.55,0.598333333,0.275,0.131666667,1.375,0.456666667,0.595,-1.053333333,0.518333333,0.44,-0.446666667,-0.656666667,-0.123333333,0.598333333,2.646666667,-1.793333333,1.918333333,-0.505,-0.479833333,0.2275,0.940333333,-0.693166667,-0.302666667,1.304833333,1.525,1.341666667,-0.556666667,-0.913333333,-0.155,-0.395,1.431666667,1.246666667,0.911666667,1.04,0.761666667,0.28,0.063333333,0.39,5.296666667,1.39,0.318333333,0.625,0.818333333,0.063333333,0.463333333,0.1445,0.4165,0.048,-0.453166667,-0.0035,0.161666667,0.993333333,0.56,0.16,0.905,-0.185,-0.961666667,0.763333333,0.166666667,0.076666667,-0.01,-0.163333333,0.018333333,0.273333333,0.628333333,0.293333333,0,0,0,33.333,33.333,66.667,50,50,0,129.9780645,3
0.667,0.5,6,0.5,0.159735258,0.208333333,7.606666667,0.55,0.598333333,0.275,0.131666667,1.375,0.456666667,0.595,-1.053333333,0.518333333,0.44,-0.446666667,7.606666667,0.55,0.598333333,0.275,0.131666667,1.375,0.456666667,0.595,-1.053333333,0.518333333,0.44,-0.446666667,-0.656666667,-0.123333333,0.598333333,2.646666667,-1.793333333,1.918333333,-0.505,-0.479833333,0.2275,0.940333333,-0.693166667,-0.302666667,1.304833333,1.525,1.341666667,-0.556666667,-0.913333333,-0.155,-0.395,1.431666667,1.246666667,0.911666667,1.04,0.761666667,0.28,0.063333333,0.39,5.296666667,1.39,0.318333333,0.625,0.818333333,0.063333333,0.463333333,0.1445,0.4165,0.048,-0.453166667,-0.0035,0.161666667,0.993333333,0.56,0.16,0.905,-0.185,-0.961666667,0.763333333,0.166666667,0.076666667,-0.01,-0.163333333,0.018333333,0.273333333,0.628333333,0.293333333,0,0,0,33.333,33.333,66.667,50,50,0,33.31665,2
0.364,0.091,11,0.455,0.426134688,0.2,4.411818182,0.172727273,0.259090909,0.347272727,-0.079090909,0.737272727,0.126363636,0.452727273,-0.153636364,-0.07,0.68,-0.102727273,4.411818182,0.172727273,0.259090909,0.347272727,-0.079090909,0.737272727,0.126363636,0.452727273,-0.153636364,-0.07,0.68,-0.102727273,-0.670909091,0.192727273,0.280909091,1.098181818,-1.490909091,1.353636364,-0.266363636,-0.342909091,0.251272727,0.503272727,-0.115727273,-0.247818182,0.781,-1.372727273,1.161818182,-0.879090909,-0.074545455,0.102727273,-0.230909091,0.727272727,0.64,0.777272727,0.858181818,0.314545455,0.560909091,-0.181818182,-0.224545455,2.901818182,1.017272727,0.667272727,-0.053636364,1.004545455,-0.174545455,0.4,-0.318545455,0.280909091,0.126727273,-0.170727273,-0.216272727,0.160363636,0.654090909,0.552818182,0.156363636,0.37,-0.257272727,-0.734545455,0.54,0.281818182,0.205454545,0.13,-0.146363636,-0.091818182,-0.102727273,0.488181818,0.157272727,9.091,9.091,9.091,18.182,45.455,54.545,45.455,45.455,0,23.20395,1
0.833,0.5,6,0.667,0.850894022,0.543333333,6.186666667,0.278333333,0.728333333,0.241666667,0.175,1.498333333,0.385,0.173333333,-1.2,0.285,0.411666667,-0.145,6.186666667,0.278333333,0.728333333,0.241666667,0.175,1.498333333,0.385,0.173333333,-1.2,0.285,0.411666667,-0.145,-0.366666667,0.191666667,-0.396666667,2.886666667,-1.376666667,2.231666667,-0.718333333,-0.125333333,0.212833333,1.170333333,-0.621666667,-0.294,1.234833333,2.106666667,0.898333333,-0.708333333,-1.06,-0.283333333,0.018333333,1.513333333,1.376666667,0.858333333,1.066666667,0.738333333,0.091666667,0.098333333,2.175,4.963333333,1.676666667,0.045,0.393333333,0.635,-0.068333333,0.531666667,0.251666667,0.3825,0.260166667,-0.472333333,-0.229333333,0.177666667,0.905166667,0.538333333,-0.291666667,1.023333333,-0.091666667,-0.738333333,0.588333333,0.228333333,0.146666667,-0.026666667,-0.155,-0.308333333,0.35,0.603333333,0.286666667,0,0,0,50,50,50,50,50,0,64.1458875,2
0.1,0.4,10,0.6,0.103848101,0.229,0.967,-0.17,0.017,0.342,-0.434,0.393,0.425,0.444,0.964,-1.215,0.388,0.198,0.967,-0.17,0.017,0.342,-0.434,0.393,0.425,0.444,0.964,-1.215,0.388,0.198,-0.036,0.407,-0.476,0.041,-1.495,0.598,0.025,-0.8437,0.5081,0.4184,0.4691,-0.1508,0.8869,-2.958,0.7,-0.887,0.281,-0.049,-0.053,0.196,0.491,-0.205,0.936,-0.029,0.477,0.016,0.369,1.806,-0.159,1.69,-0.695,0.619,0.458,0.531,-0.5957,-0.1406,0.267,0.0144,-0.5492,0.567,0.1851,0.2388,-0.093,-0.187,-0.651,-0.283,0.12,0.156,0.104,0.091,0.251,-0.5,-0.403,0.447,0.058,0,30,30,20,50,50,50,50,0,12.56,1
0.9,0.1,10,0.6,0.345905448,0.229,0.967,-0.17,0.017,0.342,-0.434,0.393,0.425,0.444,0.964,-1.215,0.388,0.198,0.967,-0.17,0.017,0.342,-0.434,0.393,0.425,0.444,0.964,-1.215,0.388,0.198,-0.036,0.407,-0.476,0.041,-1.495,0.598,0.025,-0.8437,0.5081,0.4184,0.4691,-0.1508,0.8869,-2.958,0.7,-0.887,0.281,-0.049,-0.053,0.196,0.491,-0.205,0.936,-0.029,0.477,0.016,0.369,1.806,-0.159,1.69,-0.695,0.619,0.458,0.531,-0.5957,-0.1406,0.267,0.0144,-0.5492,0.567,0.1851,0.2388,-0.093,-0.187,-0.651,-0.283,0.12,0.156,0.104,0.091,0.251,-0.5,-0.403,0.447,0.058,0,30,30,20,50,50,50,50,0,100,2
0.1,0.3,10,0.6,0.216178373,0.229,0.967,-0.17,0.017,0.342,-0.434,0.393,0.425,0.444,0.964,-1.215,0.388,0.198,0.967,-0.17,0.017,0.342,-0.434,0.393,0.425,0.444,0.964,-1.215,0.388,0.198,-0.036,0.407,-0.476,0.041,-1.495,0.598,0.025,-0.8437,0.5081,0.4184,0.4691,-0.1508,0.8869,-2.958,0.7,-0.887,0.281,-0.049,-0.053,0.196,0.491,-0.205,0.936,-0.029,0.477,0.016,0.369,1.806,-0.159,1.69,-0.695,0.619,0.458,0.531,-0.5957,-0.1406,0.267,0.0144,-0.5492,0.567,0.1851,0.2388,-0.093,-0.187,-0.651,-0.283,0.12,0.156,0.104,0.091,0.251,-0.5,-0.403,0.447,0.058,0,30,30,20,50,50,50,50,0,10,1
0.5,0.4,10,0.8,0.60313092,0.767,-1.127,-0.47,0.003,0.094,-0.574,0.229,0.423,-0.116,0.546,-1.301,0.35,0.062,-1.127,-0.47,0.003,0.094,-0.574,0.229,0.423,-0.116,0.546,-1.301,0.35,0.062,0.15,0.473,-1.79,-0.397,-1.295,0.156,0.131,-0.3263,0.6193,0.502,0.7833,-0.0098,0.6273,-3.316,0.288,-0.647,0.489,-0.003,0.453,0.07,0.423,-0.525,0.652,-0.437,0.167,-0.134,2.519,0.54,-0.641,1.216,-0.789,0.479,0.41,0.255,-0.6601,-0.2654,0.2152,0.0156,-0.5968,0.5698,0.0343,0.1024,-0.603,-0.351,-0.667,-0.147,-0.038,0.204,0.084,0.095,0.127,-0.334,-0.449,0.575,-0.094,0,30,50,20,70,30,30,30,0,14.25,1
0.3,0.5,10,0.6,0.106444505,0.341,0.878,-0.163,-0.004,0.279,-0.441,0.363,0.42,0.302,0.971,-0.952,0.088,0.253,0.878,-0.163,-0.004,0.279,-0.441,0.363,0.42,0.302,0.971,-0.952,0.088,0.253,0.125,0.51,-0.458,0.147,-1.22,0.839,0.003,-0.732,0.497,0.3875,0.2951,-0.1338,0.7881,-2.8,0.335,-0.717,0.059,-0.049,0.021,0.101,0.458,-0.266,0.823,0.032,0.407,0.068,0.885,1.52,-0.109,1.461,-0.456,0.44,0.254,0.165,-0.5678,-0.129,0.2452,-0.0828,-0.4537,0.4932,0.2534,0.1834,-0.135,-0.028,-0.651,-0.043,0.073,0.067,0.149,0.07,0.214,-0.316,-0.268,0.506,-0.08,0,30,30,30,50,50,50,50,0,18.75,1
0.1,0.4,10,0.6,0.103848101,0.453,0.789,-0.156,-0.025,0.216,-0.448,0.333,0.415,0.16,0.978,-0.689,-0.212,0.308,0.789,-0.156,-0.025,0.216,-0.448,0.333,0.415,0.16,0.978,-0.689,-0.212,0.308,0.286,0.613,-0.44,0.253,-0.945,1.08,-0.019,-0.6203,0.4859,0.3566,0.1211,-0.1168,0.6893,-2.642,-0.03,-0.547,-0.163,-0.049,0.095,0.006,0.425,-0.327,0.71,0.093,0.337,0.12,1.401,1.234,-0.059,1.232,-0.217,0.261,0.05,-0.201,-0.5399,-0.1174,0.2234,-0.18,-0.3582,0.4194,0.3217,0.128,-0.177,0.131,-0.651,0.197,0.026,-0.022,0.194,0.049,0.177,-0.132,-0.133,0.565,-0.218,0,30,30,40,50,50,50,50,0,39.5,2
0.375,0.5,8,0.875,0.506447725,1.08,1.01,-0.455,0.395,-0.095,-0.27125,0.7875,0.35625,-0.48125,-0.45125,-0.5425,0.58125,0.42125,1.01,-0.455,0.395,-0.095,-0.27125,0.7875,0.35625,-0.48125,-0.45125,-0.5425,0.58125,0.42125,1.05125,-0.09375,-2.25125,1.21625,-0.745,0.5725,-0.215,0.65675,0.449,0.986,0.23475,0.0355,0.71025,-0.77625,0.5025,-0.685,-0.37625,-0.25875,0.72125,0.65875,0.8725,-0.0875,0.5775,0.135,-0.35,0.01375,4.225,1.7075,0.2225,0.1725,-0.0825,-0.03125,-0.195,0.42625,-0.225625,0.021125,0.497875,-0.1535,-0.660125,0.6245,0.0895,0.240875,-0.91625,0.30375,-0.575,0.18375,-0.02625,0.2725,0.1525,0.13875,0.0775,-0.75125,0.11875,0.68625,0.02875,0,0,25,50,75,25,25,25,0,114.544,2
0.143,0.333,21,0.333,0.13398127,0.234761905,2.810952381,-0.06,-0.188571429,0.332857143,0.306666667,-0.050952381,0.422857143,0.31047619,0.116666667,0.05,0.41952381,-0.106190476,2.810952381,-0.06,-0.188571429,0.332857143,0.306666667,-0.050952381,0.422857143,0.31047619,0.116666667,0.05,0.41952381,-0.106190476,-0.05952381,0.044761905,0.574761905,-0.274285714,-0.5,0.222380952,-0.05,-0.31252381,-0.255809524,-0.159952381,-0.036666667,0.063190476,0.494095238,-4.315238095,0.361428571,-0.455714286,0.278095238,0.465714286,-0.264761905,-0.07952381,-0.054285714,0.24047619,0.43952381,0.04952381,0.282380952,0.225714286,-1.051904762,0.116666667,0.766190476,0.806666667,0.210952381,0.056190476,0.290952381,0.089047619,-0.812809524,-0.078,-0.062809524,0.091428571,-0.224380952,-0.232095238,0.280809524,0.148238095,0.249047619,-0.275714286,-0.079047619,-0.127619048,0.263809524,-0.027619048,0.216190476,-0.000952381,-0.06047619,-0.134761905,-0.403809524,0.44,-0.135714286,28.571,47.619,14.286,4.762,52.381,47.619,28.571,28.571,0,256,3
0.5,0.5,8,0.375,0.130237378,0.4275,1.3725,-0.22875,-0.22,0.19375,0.5575,-0.1425,0.48375,-0.025,-0.15625,-0.355,0.11125,0.07,1.3725,-0.22875,-0.22,0.19375,0.5575,-0.1425,0.48375,-0.025,-0.15625,-0.355,0.11125,0.07,-0.2,0.31625,-0.34625,-0.44375,-0.3125,-0.0625,-0.07625,-0.2925,-0.584875,0.0265,0.321125,0.120125,0.258375,-4.035,-0.62375,0.04375,-0.11125,0.73625,0.0425,0.05125,-0.2025,0.14625,0.28125,-0.35875,0.06625,0.23625,-0.38625,-0.8575,1.0775,0.41,-0.15625,-0.06375,0.635,0.34375,-0.76025,-0.146,0.009125,-0.005,-0.32075,-0.97425,-0.079875,0.374875,-0.05,0.035,0.02125,0.02,-0.13625,-0.1075,0.44625,-0.22375,0.31875,-0.01,-0.16625,0.485,-0.345,37.5,62.5,25,25,75,25,12.5,12.5,0,1111111,3
0.071,0.286,14,0.714,0.471080174,0.588571429,0.010714286,-0.351428571,-0.085,0.223571429,-0.652142857,-0.011428571,0.216428571,0.037857143,-0.184285714,-0.978571429,0.373571429,-0.076428571,0.010714286,-0.351428571,-0.085,0.223571429,-0.652142857,-0.011428571,0.216428571,0.037857143,-0.184285714,-0.978571429,0.373571429,-0.076428571,0.292142857,-0.112857143,-1.062142857,-0.588571429,-1.415714286,-0.026428571,0.650714286,0.241928571,0.636928571,0.297428571,0.919,0.041714286,0.365071429,-4.332142857,0.613571429,-0.444285714,0.907142857,0.300714286,0.255714286,0.085,0.186428571,-0.434285714,0.552857143,-0.557142857,0.534285714,-0.243571429,1.424285714,0.144285714,-1.08,1.437142857,-0.670714286,0.604285714,0.322857143,-0.133571429,-0.801571429,-0.337071429,-0.137285714,-0.039857143,-0.366071429,0.458,0.137428571,0.1415,-0.28,-0.598571429,-0.575,-0.120714286,0.19,0.279285714,0.187857143,0.078571429,-0.041428571,-0.142857143,-0.625714286,0.462857143,-0.035,14.286,21.429,64.286,0,64.286,35.714,28.571,28.571,0,22.54196,1
0.438,0.375,16,0.438,0.32681852,0.193125,4.053125,0.234375,0.220625,0.266875,-0.185625,0.78375,0.285625,0.53625,0.14125,-0.1025,0.45375,-0.015625,4.053125,0.234375,0.220625,0.266875,-0.185625,0.78375,0.285625,0.53625,0.14125,-0.1025,0.45375,-0.015625,-0.189375,-0.383125,0.16875,1.23875,-1.438125,0.98625,-0.0375,-0.3209375,0.362875,0.5963125,-0.196875,-0.21525,0.8019375,-1.3075,1.204375,-0.745625,-0.08,-0.135,-0.245625,0.706875,0.755,0.36,0.83875,0.355,0.38875,-0.090625,-0.08875,3.3175,0.33375,0.96875,-0.005,0.565,0.1375,0.291875,-0.3113125,0.1345,0.1045,-0.2034375,-0.137875,0.59175,0.4815625,0.236625,0.16375,0.246875,-0.501875,-0.501875,0.435625,0.210625,0.038125,0.05,-0.103125,-0.204375,-0.1075,0.55,0.1275,0,6.25,12.5,18.75,37.5,62.5,43.75,43.75,0,114.79182,2
